[0.031s] Invoking command in '/home/kentaro/mid360-simulation/build/champ_msgs': CMAKE_PREFIX_PATH=/opt/ros/humble /usr/bin/cmake --build /home/kentaro/mid360-simulation/build/champ_msgs -- -j8 -l8
[0.124s] [  1%] Built target champ_msgs__cpp
[0.131s] [  1%] Built target ament_cmake_python_symlink_champ_msgs
[0.141s] [ 12%] Built target champ_msgs__rosidl_generator_c
[0.190s] [ 24%] Built target champ_msgs__rosidl_typesupport_cpp
[0.209s] [ 35%] Built target champ_msgs__rosidl_typesupport_introspection_cpp
[0.218s] [ 47%] Built target champ_msgs__rosidl_typesupport_fastrtps_cpp
[0.226s] [ 58%] Built target champ_msgs__rosidl_typesupport_c
[0.226s] [ 73%] Built target champ_msgs__rosidl_typesupport_introspection_c
[0.228s] [ 82%] Built target champ_msgs__rosidl_typesupport_fastrtps_c
[0.250s] [ 82%] Built target champ_msgs
[0.272s] [ 83%] Built target champ_msgs__py
[0.306s] [ 93%] Built target champ_msgs__rosidl_generator_py
[0.334s] [ 95%] Built target champ_msgs__rosidl_typesupport_introspection_c__pyext
[0.337s] [ 97%] Built target champ_msgs__rosidl_typesupport_fastrtps_c__pyext
[0.340s] [100%] Built target champ_msgs__rosidl_typesupport_c__pyext
[0.502s] running egg_info
[0.503s] writing champ_msgs.egg-info/PKG-INFO
[0.503s] writing dependency_links to champ_msgs.egg-info/dependency_links.txt
[0.503s] writing top-level names to champ_msgs.egg-info/top_level.txt
[0.506s] reading manifest file 'champ_msgs.egg-info/SOURCES.txt'
[0.507s] writing manifest file 'champ_msgs.egg-info/SOURCES.txt'
[0.535s] [100%] Built target ament_cmake_python_build_champ_msgs_egg
[0.547s] Invoked command in '/home/kentaro/mid360-simulation/build/champ_msgs' returned '0': CMAKE_PREFIX_PATH=/opt/ros/humble /usr/bin/cmake --build /home/kentaro/mid360-simulation/build/champ_msgs -- -j8 -l8
[0.549s] Invoking command in '/home/kentaro/mid360-simulation/build/champ_msgs': CMAKE_PREFIX_PATH=/opt/ros/humble /usr/bin/cmake --install /home/kentaro/mid360-simulation/build/champ_msgs
[0.556s] -- Install configuration: ""
[0.556s] -- Execute custom install script
[0.557s] -- Up-to-date symlink: /home/kentaro/mid360-simulation/install/champ_msgs/share/ament_index/resource_index/rosidl_interfaces/champ_msgs
[0.558s] -- Up-to-date symlink: /home/kentaro/mid360-simulation/install/champ_msgs/include/champ_msgs/champ_msgs/msg/contacts.h
[0.559s] -- Up-to-date symlink: /home/kentaro/mid360-simulation/install/champ_msgs/include/champ_msgs/champ_msgs/msg/contacts_stamped.h
[0.559s] -- Up-to-date symlink: /home/kentaro/mid360-simulation/install/champ_msgs/include/champ_msgs/champ_msgs/msg/detail/contacts__functions.h
[0.559s] -- Up-to-date symlink: /home/kentaro/mid360-simulation/install/champ_msgs/include/champ_msgs/champ_msgs/msg/detail/contacts__struct.h
[0.559s] -- Up-to-date symlink: /home/kentaro/mid360-simulation/install/champ_msgs/include/champ_msgs/champ_msgs/msg/detail/contacts__type_support.h
[0.559s] -- Up-to-date symlink: /home/kentaro/mid360-simulation/install/champ_msgs/include/champ_msgs/champ_msgs/msg/detail/contacts_stamped__functions.h
[0.559s] -- Up-to-date symlink: /home/kentaro/mid360-simulation/install/champ_msgs/include/champ_msgs/champ_msgs/msg/detail/contacts_stamped__struct.h
[0.559s] -- Up-to-date symlink: /home/kentaro/mid360-simulation/install/champ_msgs/include/champ_msgs/champ_msgs/msg/detail/contacts_stamped__type_support.h
[0.559s] -- Up-to-date symlink: /home/kentaro/mid360-simulation/install/champ_msgs/include/champ_msgs/champ_msgs/msg/detail/imu__functions.h
[0.560s] -- Up-to-date symlink: /home/kentaro/mid360-simulation/install/champ_msgs/include/champ_msgs/champ_msgs/msg/detail/imu__struct.h
[0.560s] -- Up-to-date symlink: /home/kentaro/mid360-simulation/install/champ_msgs/include/champ_msgs/champ_msgs/msg/detail/imu__type_support.h
[0.560s] -- Up-to-date symlink: /home/kentaro/mid360-simulation/install/champ_msgs/include/champ_msgs/champ_msgs/msg/detail/joints__functions.h
[0.560s] -- Up-to-date symlink: /home/kentaro/mid360-simulation/install/champ_msgs/include/champ_msgs/champ_msgs/msg/detail/joints__struct.h
[0.560s] -- Up-to-date symlink: /home/kentaro/mid360-simulation/install/champ_msgs/include/champ_msgs/champ_msgs/msg/detail/joints__type_support.h
[0.560s] -- Up-to-date symlink: /home/kentaro/mid360-simulation/install/champ_msgs/include/champ_msgs/champ_msgs/msg/detail/pid__functions.h
[0.560s] -- Up-to-date symlink: /home/kentaro/mid360-simulation/install/champ_msgs/include/champ_msgs/champ_msgs/msg/detail/pid__struct.h
[0.561s] -- Up-to-date symlink: /home/kentaro/mid360-simulation/install/champ_msgs/include/champ_msgs/champ_msgs/msg/detail/pid__type_support.h
[0.561s] -- Up-to-date symlink: /home/kentaro/mid360-simulation/install/champ_msgs/include/champ_msgs/champ_msgs/msg/detail/point__functions.h
[0.561s] -- Up-to-date symlink: /home/kentaro/mid360-simulation/install/champ_msgs/include/champ_msgs/champ_msgs/msg/detail/point__struct.h
[0.561s] -- Up-to-date symlink: /home/kentaro/mid360-simulation/install/champ_msgs/include/champ_msgs/champ_msgs/msg/detail/point__type_support.h
[0.561s] -- Up-to-date symlink: /home/kentaro/mid360-simulation/install/champ_msgs/include/champ_msgs/champ_msgs/msg/detail/point_array__functions.h
[0.561s] -- Up-to-date symlink: /home/kentaro/mid360-simulation/install/champ_msgs/include/champ_msgs/champ_msgs/msg/detail/point_array__struct.h
[0.561s] -- Up-to-date symlink: /home/kentaro/mid360-simulation/install/champ_msgs/include/champ_msgs/champ_msgs/msg/detail/point_array__type_support.h
[0.562s] -- Up-to-date symlink: /home/kentaro/mid360-simulation/install/champ_msgs/include/champ_msgs/champ_msgs/msg/detail/pose__functions.h
[0.562s] -- Up-to-date symlink: /home/kentaro/mid360-simulation/install/champ_msgs/include/champ_msgs/champ_msgs/msg/detail/pose__struct.h
[0.562s] -- Up-to-date symlink: /home/kentaro/mid360-simulation/install/champ_msgs/include/champ_msgs/champ_msgs/msg/detail/pose__type_support.h
[0.562s] -- Up-to-date symlink: /home/kentaro/mid360-simulation/install/champ_msgs/include/champ_msgs/champ_msgs/msg/detail/velocities__functions.h
[0.562s] -- Up-to-date symlink: /home/kentaro/mid360-simulation/install/champ_msgs/include/champ_msgs/champ_msgs/msg/detail/velocities__struct.h
[0.562s] -- Up-to-date symlink: /home/kentaro/mid360-simulation/install/champ_msgs/include/champ_msgs/champ_msgs/msg/detail/velocities__type_support.h
[0.562s] -- Up-to-date symlink: /home/kentaro/mid360-simulation/install/champ_msgs/include/champ_msgs/champ_msgs/msg/imu.h
[0.562s] -- Up-to-date symlink: /home/kentaro/mid360-simulation/install/champ_msgs/include/champ_msgs/champ_msgs/msg/joints.h
[0.563s] -- Up-to-date symlink: /home/kentaro/mid360-simulation/install/champ_msgs/include/champ_msgs/champ_msgs/msg/pid.h
[0.563s] -- Up-to-date symlink: /home/kentaro/mid360-simulation/install/champ_msgs/include/champ_msgs/champ_msgs/msg/point.h
[0.563s] -- Up-to-date symlink: /home/kentaro/mid360-simulation/install/champ_msgs/include/champ_msgs/champ_msgs/msg/point_array.h
[0.563s] -- Up-to-date symlink: /home/kentaro/mid360-simulation/install/champ_msgs/include/champ_msgs/champ_msgs/msg/pose.h
[0.563s] -- Up-to-date symlink: /home/kentaro/mid360-simulation/install/champ_msgs/include/champ_msgs/champ_msgs/msg/rosidl_generator_c__visibility_control.h
[0.564s] -- Up-to-date symlink: /home/kentaro/mid360-simulation/install/champ_msgs/include/champ_msgs/champ_msgs/msg/velocities.h
[0.564s] -- Up-to-date symlink: /home/kentaro/mid360-simulation/install/champ_msgs/share/champ_msgs/environment/library_path.sh
[0.564s] -- Up-to-date symlink: /home/kentaro/mid360-simulation/install/champ_msgs/share/champ_msgs/environment/library_path.dsv
[0.565s] -- Up-to-date symlink: /home/kentaro/mid360-simulation/install/champ_msgs/include/champ_msgs/champ_msgs/msg/detail/contacts__rosidl_typesupport_fastrtps_c.h
[0.565s] -- Up-to-date symlink: /home/kentaro/mid360-simulation/install/champ_msgs/include/champ_msgs/champ_msgs/msg/detail/contacts_stamped__rosidl_typesupport_fastrtps_c.h
[0.566s] -- Up-to-date symlink: /home/kentaro/mid360-simulation/install/champ_msgs/include/champ_msgs/champ_msgs/msg/detail/imu__rosidl_typesupport_fastrtps_c.h
[0.566s] -- Up-to-date symlink: /home/kentaro/mid360-simulation/install/champ_msgs/include/champ_msgs/champ_msgs/msg/detail/joints__rosidl_typesupport_fastrtps_c.h
[0.566s] -- Up-to-date symlink: /home/kentaro/mid360-simulation/install/champ_msgs/include/champ_msgs/champ_msgs/msg/detail/pid__rosidl_typesupport_fastrtps_c.h
[0.566s] -- Up-to-date symlink: /home/kentaro/mid360-simulation/install/champ_msgs/include/champ_msgs/champ_msgs/msg/detail/point__rosidl_typesupport_fastrtps_c.h
[0.566s] -- Up-to-date symlink: /home/kentaro/mid360-simulation/install/champ_msgs/include/champ_msgs/champ_msgs/msg/detail/point_array__rosidl_typesupport_fastrtps_c.h
[0.567s] -- Up-to-date symlink: /home/kentaro/mid360-simulation/install/champ_msgs/include/champ_msgs/champ_msgs/msg/detail/pose__rosidl_typesupport_fastrtps_c.h
[0.567s] -- Up-to-date symlink: /home/kentaro/mid360-simulation/install/champ_msgs/include/champ_msgs/champ_msgs/msg/detail/velocities__rosidl_typesupport_fastrtps_c.h
[0.567s] -- Up-to-date symlink: /home/kentaro/mid360-simulation/install/champ_msgs/include/champ_msgs/champ_msgs/msg/rosidl_typesupport_fastrtps_c__visibility_control.h
[0.568s] -- Up-to-date symlink: /home/kentaro/mid360-simulation/install/champ_msgs/include/champ_msgs/champ_msgs/msg/detail/contacts__rosidl_typesupport_introspection_c.h
[0.568s] -- Up-to-date symlink: /home/kentaro/mid360-simulation/install/champ_msgs/include/champ_msgs/champ_msgs/msg/detail/contacts_stamped__rosidl_typesupport_introspection_c.h
[0.568s] -- Up-to-date symlink: /home/kentaro/mid360-simulation/install/champ_msgs/include/champ_msgs/champ_msgs/msg/detail/imu__rosidl_typesupport_introspection_c.h
[0.568s] -- Up-to-date symlink: /home/kentaro/mid360-simulation/install/champ_msgs/include/champ_msgs/champ_msgs/msg/detail/joints__rosidl_typesupport_introspection_c.h
[0.568s] -- Up-to-date symlink: /home/kentaro/mid360-simulation/install/champ_msgs/include/champ_msgs/champ_msgs/msg/detail/pid__rosidl_typesupport_introspection_c.h
[0.569s] -- Up-to-date symlink: /home/kentaro/mid360-simulation/install/champ_msgs/include/champ_msgs/champ_msgs/msg/detail/point__rosidl_typesupport_introspection_c.h
[0.569s] -- Up-to-date symlink: /home/kentaro/mid360-simulation/install/champ_msgs/include/champ_msgs/champ_msgs/msg/detail/point_array__rosidl_typesupport_introspection_c.h
[0.569s] -- Up-to-date symlink: /home/kentaro/mid360-simulation/install/champ_msgs/include/champ_msgs/champ_msgs/msg/detail/pose__rosidl_typesupport_introspection_c.h
[0.569s] -- Up-to-date symlink: /home/kentaro/mid360-simulation/install/champ_msgs/include/champ_msgs/champ_msgs/msg/detail/velocities__rosidl_typesupport_introspection_c.h
[0.571s] -- Up-to-date symlink: /home/kentaro/mid360-simulation/install/champ_msgs/include/champ_msgs/champ_msgs/msg/rosidl_typesupport_introspection_c__visibility_control.h
[0.571s] -- Up-to-date symlink: /home/kentaro/mid360-simulation/install/champ_msgs/include/champ_msgs/champ_msgs/msg/contacts.hpp
[0.572s] -- Up-to-date symlink: /home/kentaro/mid360-simulation/install/champ_msgs/include/champ_msgs/champ_msgs/msg/contacts_stamped.hpp
[0.572s] -- Up-to-date symlink: /home/kentaro/mid360-simulation/install/champ_msgs/include/champ_msgs/champ_msgs/msg/detail/contacts__builder.hpp
[0.572s] -- Up-to-date symlink: /home/kentaro/mid360-simulation/install/champ_msgs/include/champ_msgs/champ_msgs/msg/detail/contacts__struct.hpp
[0.572s] -- Up-to-date symlink: /home/kentaro/mid360-simulation/install/champ_msgs/include/champ_msgs/champ_msgs/msg/detail/contacts__traits.hpp
[0.572s] -- Up-to-date symlink: /home/kentaro/mid360-simulation/install/champ_msgs/include/champ_msgs/champ_msgs/msg/detail/contacts__type_support.hpp
[0.572s] -- Up-to-date symlink: /home/kentaro/mid360-simulation/install/champ_msgs/include/champ_msgs/champ_msgs/msg/detail/contacts_stamped__builder.hpp
[0.572s] -- Up-to-date symlink: /home/kentaro/mid360-simulation/install/champ_msgs/include/champ_msgs/champ_msgs/msg/detail/contacts_stamped__struct.hpp
[0.572s] -- Up-to-date symlink: /home/kentaro/mid360-simulation/install/champ_msgs/include/champ_msgs/champ_msgs/msg/detail/contacts_stamped__traits.hpp
[0.572s] -- Up-to-date symlink: /home/kentaro/mid360-simulation/install/champ_msgs/include/champ_msgs/champ_msgs/msg/detail/contacts_stamped__type_support.hpp
[0.572s] -- Up-to-date symlink: /home/kentaro/mid360-simulation/install/champ_msgs/include/champ_msgs/champ_msgs/msg/detail/imu__builder.hpp
[0.572s] -- Up-to-date symlink: /home/kentaro/mid360-simulation/install/champ_msgs/include/champ_msgs/champ_msgs/msg/detail/imu__struct.hpp
[0.572s] -- Up-to-date symlink: /home/kentaro/mid360-simulation/install/champ_msgs/include/champ_msgs/champ_msgs/msg/detail/imu__traits.hpp
[0.573s] -- Up-to-date symlink: /home/kentaro/mid360-simulation/install/champ_msgs/include/champ_msgs/champ_msgs/msg/detail/imu__type_support.hpp
[0.573s] -- Up-to-date symlink: /home/kentaro/mid360-simulation/install/champ_msgs/include/champ_msgs/champ_msgs/msg/detail/joints__builder.hpp
[0.573s] -- Up-to-date symlink: /home/kentaro/mid360-simulation/install/champ_msgs/include/champ_msgs/champ_msgs/msg/detail/joints__struct.hpp
[0.573s] -- Up-to-date symlink: /home/kentaro/mid360-simulation/install/champ_msgs/include/champ_msgs/champ_msgs/msg/detail/joints__traits.hpp
